IMAGE\LABEL	airplane	bare-soil	buildings	cars	chaparral	court	dock	field	grass	mobile-home	pavement	sand	sea	ship	tanks	trees	water
beach43	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach44	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach45	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach46	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach47	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach48	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach49	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach50	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach51	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach52	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach53	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach54	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach55	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach56	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach57	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach58	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
beach59	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach60	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach61	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach62	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach63	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach64	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach65	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach66	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach67	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach68	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach69	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach70	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach71	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach72	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach73	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach74	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach76	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach77	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach78	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach79	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach80	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach81	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach82	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach83	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach84	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach85	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach86	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach87	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach88	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach89	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach90	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach91	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach92	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach93	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach94	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach95	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach96	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach97	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach98	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
beach99	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
buildings00	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings01	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings02	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings03	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings04	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings05	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings06	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings07	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings08	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings09	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings10	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings11	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings12	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings13	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings14	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings18	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings24	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings25	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings26	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings27	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings28	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings29	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings30	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings31	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings32	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings33	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings34	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings35	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings36	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings37	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings38	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings39	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings40	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings41	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings42	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings43	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings44	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings45	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings47	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings49	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings50	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings51	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings52	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings53	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings55	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings56	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings57	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings58	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings59	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings60	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings61	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings62	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings63	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings64	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings66	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings67	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings68	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings69	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings70	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings71	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
buildings72	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
buildings73	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings74	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings75	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings76	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings77	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings78	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings79	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings80	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings81	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings82	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings83	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings84	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
buildings85	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
buildings86	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings87	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings88	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings89	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings90	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings91	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings92	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
buildings93	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings94	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
buildings95	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings96	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
buildings97	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
buildings98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buildings99	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral00	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral01	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral02	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral03	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral04	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral05	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral06	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral07	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral08	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral09	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral10	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral11	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral13	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral14	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral15	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral16	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral17	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral18	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral19	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral20	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral21	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral22	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral23	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral24	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral25	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral26	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral27	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral28	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral29	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral30	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral31	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral32	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral33	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral34	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral35	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral36	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral37	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral38	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral39	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral40	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral41	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral42	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral43	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral44	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral45	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral46	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral47	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral48	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral49	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral50	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral51	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral52	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral53	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral54	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral55	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral56	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral57	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral58	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral59	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral61	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral63	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chaparral67	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral68	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral69	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral70	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral71	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral72	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral73	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral74	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral75	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral76	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral77	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral78	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral79	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral80	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral81	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral82	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral83	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral84	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral85	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral86	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral87	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral88	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral89	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral90	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral91	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral92	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral93	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral94	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral95	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral96	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral97	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral98	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chaparral99	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
denseresidential00	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential01	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential02	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential03	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential04	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential05	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential06	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential07	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential08	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential09	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential10	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential12	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential13	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential14	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential15	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
denseresidential17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential18	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
denseresidential20	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential21	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential22	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential23	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential24	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential25	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential26	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential27	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential28	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential29	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential30	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential31	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential32	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential33	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential34	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential35	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential36	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential37	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential38	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
denseresidential39	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential40	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential41	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential42	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential43	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential44	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential45	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential46	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential47	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential48	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential49	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential50	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential51	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential52	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential53	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential54	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential55	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential56	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential57	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential58	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential59	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential60	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential61	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential62	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential63	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential64	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential65	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential66	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
denseresidential68	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential69	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
denseresidential70	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential71	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential72	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential73	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential74	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential75	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential76	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential77	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential78	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential79	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
denseresidential80	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential81	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential82	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential83	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential84	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
denseresidential85	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential86	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential87	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0
denseresidential88	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential89	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential90	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential91	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
denseresidential92	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
denseresidential93	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0
